Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-03-04T12:53:03,67332,2871,38557,30.9756,112.2707,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,South Korea,2020-03-04T19:23:03,5621,35,41,36.0,128.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Italy,2020-03-04T19:23:03,3089,107,276,43.0,12.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Iran,2020-03-04T12:33:03,2922,92,552,32.0,53.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Guangdong,Mainland China,2020-03-04T10:03:19,1350,7,1133,23.3417,113.4244,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Henan,Mainland China,2020-03-04T00:33:05,1272,22,1234,33.882,113.614,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Zhejiang,Mainland China,2020-03-04T10:03:19,1213,1,1114,29.1832,120.0934,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Hunan,Mainland China,2020-03-04T15:43:02,1018,4,916,27.6104,111.7088,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Anhui,Mainland China,2020-03-04T10:03:19,990,6,956,31.8257,117.2264,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Jiangxi,Mainland China,2020-03-04T01:33:07,935,1,884,27.614,115.7221,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Shandong,Mainland China,2020-03-04T12:53:03,758,6,516,36.3427,118.1498,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706,6,10,35.4437,139.638,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Jiangsu,Mainland China,2020-03-04T12:53:03,631,0,577,32.9711,119.455,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Chongqing,Mainland China,2020-03-04T23:23:01,576,6,502,30.0572,107.874,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Sichuan,Mainland China,2020-03-04T12:53:03,538,3,406,30.6171,102.7103,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Heilongjiang,Mainland China,2020-03-04T12:53:03,480,13,373,47.862,127.7615,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Beijing,Mainland China,2020-03-04T23:23:01,418,8,297,40.1824,116.4142,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Shanghai,Mainland China,2020-03-04T04:13:08,338,3,298,31.202,121.4491,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Japan,2020-03-04T19:23:03,331,6,43,36.0,138.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Hebei,Mainland China,2020-03-04T10:03:19,318,6,301,38.0428,114.5149,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Fujian,Mainland China,2020-03-04T12:53:03,296,1,270,26.0789,117.9874,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,France,2020-03-04T20:43:02,285,4,12,47.0,2.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Germany,2020-03-04T19:33:03,262,0,16,51.0,9.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Guangxi,Mainland China,2020-03-04T00:13:08,252,2,210,23.8298,108.7881,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Shaanxi,Mainland China,2020-03-04T15:43:03,245,1,223,35.1917,108.8701,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Spain,2020-03-04T20:43:02,222,2,2,40.0,-4.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Yunnan,Mainland China,2020-03-03T03:43:02,174,2,169,24.974,101.487,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Hainan,Mainland China,2020-03-04T10:03:19,168,5,158,19.1959,109.7453,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Guizhou,Mainland China,2020-03-02T01:13:06,146,2,114,26.8154,106.8748,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Tianjin,Mainland China,2020-03-03T11:43:02,136,3,124,39.3054,117.323,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Shanxi,Mainland China,2020-03-03T23:13:05,133,0,124,37.5777,112.2922,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Liaoning,Mainland China,2020-03-03T14:33:03,125,1,106,41.2956,122.6085,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Singapore,2020-03-03T15:23:03,110,0,78,1.2833,103.8333,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Hong Kong,Hong Kong,2020-03-04T23:23:01,105,2,37,22.3,114.2,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Jilin,Mainland China,2020-03-04T10:03:19,93,1,86,43.6661,126.1923,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Gansu,Mainland China,2020-03-04T15:43:03,91,2,87,36.0611,103.8343,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Switzerland,2020-03-04T19:33:03,90,0,3,46.8182,8.2275,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Unknown,United Kingdom,2020-03-04T19:33:03,85,0,8,55.0,-3.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Xinjiang,Mainland China,2020-03-04T15:43:03,76,3,69,41.1129,85.2401,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Inner Mongolia,Mainland China,2020-03-04T15:43:03,75,1,63,44.0935,113.9448,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Ningxia,Mainland China,2020-03-04T01:33:07,75,0,69,37.2692,106.1655,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Kuwait,2020-03-02T20:33:02,56,0,0,29.5,47.75,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Norway,2020-03-04T19:33:03,56,0,0,60.472,8.4689,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Bahrain,2020-03-04T19:33:03,52,0,0,26.0275,50.55,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45,0,0,35.4437,139.638,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Thailand,2020-03-02T06:23:04,43,1,31,15.0,101.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Taiwan,Taiwan,2020-03-03T06:43:02,42,1,12,23.7,121.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Netherlands,2020-03-04T12:33:03,38,0,0,52.1326,5.2913,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Iraq,2020-03-04T20:43:02,35,2,0,33.0,44.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Sweden,2020-03-04T12:33:03,35,0,0,63.0,16.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
"King County, WA",US,2020-03-04T19:53:02,31,9,1,47.548,-121.9836,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Austria,2020-03-04T19:33:03,17,0,0,47.5162,14.5501,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,India,2020-03-04T12:33:03,28,0,3,21.0,78.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,United Arab Emirates,2020-03-03T23:43:02,27,0,5,24.0,54.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Iceland,2020-03-04T19:33:03,26,0,0,64.9631,-19.0208,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Belgium,2020-03-04T12:33:03,23,0,1,50.8333,4.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
New South Wales,Australia,2020-03-04T20:43:03,22,1,4,-33.8688,151.2093,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
"Toronto, ON",Canada,2020-03-03T20:03:08,19,0,2,43.6532,-79.3832,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,San Marino,2020-03-04T19:33:03,9,1,0,43.9424,12.4578,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Vietnam,2020-02-25T08:53:02,16,0,16,16.0,108.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Israel,2020-03-04T12:43:03,15,0,0,31.0,35.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Oman,2020-03-04T19:33:03,15,0,2,21.0,57.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Lebanon,2020-03-04T16:53:02,13,0,1,33.8547,35.8623,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Algeria,2020-03-04T19:33:03,12,0,0,28.0339,1.6596,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
British Columbia,Canada,2020-03-04T04:23:05,12,0,3,49.2827,-123.1207,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Queensland,Australia,2020-03-03T15:23:03,11,0,1,-28.0167,153.4,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
"Santa Clara, CA",US,2020-03-03T23:33:03,11,0,1,37.3541,-121.9552,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Victoria,Australia,2020-03-04T12:43:03,10,0,4,-37.8136,144.9631,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Croatia,2020-03-04T16:53:02,10,0,0,45.1667,15.5,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Denmark,2020-03-04T00:03:15,10,0,0,56.2639,9.5018,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Ecuador,2020-03-04T19:33:03,10,0,0,-1.8312,-78.1834,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
Macau,Macau,2020-03-03T12:33:02,10,0,9,22.1667,113.55,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
"Westchester County, NY",US,2020-03-04T21:23:10,10,0,0,41.122,-73.7949,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Greece,2020-03-04T19:33:03,9,0,0,39.0742,21.8243,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Czech Republic,2020-03-04T19:33:03,8,0,0,49.8175,15.473,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Qatar,2020-03-04T00:03:15,8,0,0,25.3548,51.1839,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
"Snohomish County, WA",US,2020-03-04T19:53:02,8,1,0,48.033,-121.8339,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
"Los Angeles, CA",US,2020-03-04T18:13:18,7,0,0,34.0522,-118.2437,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Belarus,2020-03-04T12:43:03,6,0,0,53.7098,27.9534,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Finland,2020-03-01T23:23:02,14,0,1,64.0,26.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Ireland,2020-03-04T21:13:07,6,0,0,53.1424,-7.6921,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
South Australia,Australia,2020-03-04T21:03:07,5,0,2,-34.9285,138.6007,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Mexico,2020-03-03T10:03:04,5,0,1,23.0,-102.0,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Pakistan,2020-03-03T04:33:03,5,0,0,30.3753,69.3451,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
,Portugal,2020-03-04T12:43:03,5,0,0,39.3999,-8.2245,2020-03-04,03-04-2020.csv,2026-05-18 17:40:43.875344
