Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-10T23:33:02,31728,974,2222,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Guangdong,Mainland China,2020-02-10T13:43:02,1159,1,167,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Zhejiang,Mainland China,2020-02-10T14:13:12,1092,0,242,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Henan,Mainland China,2020-02-10T13:53:02,1073,6,191,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Hunan,Mainland China,2020-02-10T13:53:02,879,1,208,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Anhui,Mainland China,2020-02-10T07:23:04,830,3,88,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Jiangxi,Mainland China,2020-02-10T13:53:02,771,1,105,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Jiangsu,Mainland China,2020-02-10T14:03:05,492,0,81,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Chongqing,Mainland China,2020-02-10T23:43:02,486,2,66,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Shandong,Mainland China,2020-02-10T09:33:02,466,1,66,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Sichuan,Mainland China,2020-02-10T10:03:02,405,1,80,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Beijing,Mainland China,2020-02-10T03:13:08,337,2,44,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Heilongjiang,Mainland China,2020-02-10T07:33:05,331,7,30,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Shanghai,Mainland China,2020-02-10T06:03:13,299,1,48,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Fujian,Mainland China,2020-02-10T14:03:05,261,0,39,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Hebei,Mainland China,2020-02-10T10:03:02,218,2,41,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Shaanxi,Mainland China,2020-02-10T13:23:06,213,0,30,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Guangxi,Mainland China,2020-02-10T14:03:05,210,1,24,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Yunnan,Mainland China,2020-02-10T09:43:02,149,0,19,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Hainan,Mainland China,2020-02-10T09:33:02,138,3,19,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Diamond Princess cruise ship,Others,2020-02-10T16:03:12,135,0,0,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Shanxi,Mainland China,2020-02-09T23:43:02,119,0,25,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Guizhou,Mainland China,2020-02-10T12:33:02,109,1,10,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Liaoning,Mainland China,2020-02-10T14:03:05,108,0,13,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Tianjin,Mainland China,2020-02-10T14:23:08,95,1,8,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Gansu,Mainland China,2020-02-10T07:23:04,83,2,17,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Jilin,Mainland China,2020-02-10T14:03:05,80,1,13,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Inner Mongolia,Mainland China,2020-02-10T02:43:05,58,0,5,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Ningxia,Mainland China,2020-02-10T01:43:02,49,0,13,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Xinjiang,Mainland China,2020-02-10T01:13:06,49,0,0,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
,Singapore,2020-02-10T19:03:02,45,0,2,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
Hong Kong,Hong Kong,2020-02-10T10:13:06,38,1,0,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
,Thailand,2020-02-08T12:53:01,32,0,11,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
,South Korea,2020-02-10T03:03:09,27,0,3,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
,Japan,2020-02-10T21:33:02,26,0,4,2020-02-10,02-10-2020.csv,2026-05-18 17:40:29.003020
