Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-22T23:33:06,64084,2346,15299,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Guangdong,Mainland China,2020-02-22T10:03:04,1339,5,728,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Henan,Mainland China,2020-02-22T14:13:38,1270,19,830,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Zhejiang,Mainland China,2020-02-22T11:13:13,1205,1,719,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Hunan,Mainland China,2020-02-22T10:03:04,1013,4,692,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Anhui,Mainland China,2020-02-22T07:43:03,989,6,597,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Jiangxi,Mainland China,2020-02-22T06:13:05,934,1,555,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Shandong,Mainland China,2020-02-22T09:43:02,750,4,302,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Diamond Princess cruise ship,Others,2020-02-20T15:53:03,634,2,1,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Jiangsu,Mainland China,2020-02-22T07:43:03,631,0,401,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Chongqing,Mainland China,2020-02-22T23:23:05,573,6,328,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Sichuan,Mainland China,2020-02-22T13:03:03,526,3,250,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Heilongjiang,Mainland China,2020-02-22T11:13:13,479,12,204,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
,South Korea,2020-02-22T08:33:02,433,2,16,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Beijing,Mainland China,2020-02-22T02:23:05,399,4,178,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Shanghai,Mainland China,2020-02-22T06:33:17,335,3,227,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Hebei,Mainland China,2020-02-22T12:33:04,309,6,203,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
Fujian,Mainland China,2020-02-22T14:03:04,293,1,162,2020-02-22,02-22-2020.csv,2026-05-18 17:40:36.706155
