Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,1/28/20 23:00,3554.0,125.0,80.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Guangdong,Mainland China,1/28/20 23:00,207.0,,4.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Zhejiang,Mainland China,1/28/20 23:00,173.0,,3.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Henan,Mainland China,1/28/20 23:00,168.0,1.0,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Hunan,Mainland China,1/28/20 23:00,143.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Chongqing,Mainland China,1/28/20 23:00,132.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Jiangxi,Mainland China,1/28/20 23:00,109.0,,3.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Anhui,Mainland China,1/28/20 23:00,106.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Shandong,Mainland China,1/28/20 23:00,95.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Beijing,Mainland China,1/28/20 23:00,91.0,1.0,4.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Sichuan,Mainland China,1/28/20 23:00,90.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Fujian,Mainland China,1/28/20 23:00,80.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Jiangsu,Mainland China,1/28/20 23:00,70.0,,1.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Shanghai,Mainland China,1/28/20 23:00,66.0,1.0,4.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Guangxi,Mainland China,1/28/20 23:00,51.0,,2.0,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Shaanxi,Mainland China,1/28/20 23:00,46.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
Yunnan,Mainland China,1/28/20 23:00,44.0,,,2020-01-28,01-28-2020.csv,2026-05-18 17:40:20.586752
