Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,China,2020-03-18T12:13:09,67800,3122,56927,30.9756,112.2707,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Italy,2020-03-18T17:33:05,35713,2978,4025,41.8719,12.5674,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Iran,2020-03-18T12:33:02,17361,1135,5389,32.4279,53.688,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Spain,2020-03-18T13:13:13,13910,623,1081,40.4637,-3.7492,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Germany,2020-03-18T19:33:02,12327,28,105,51.1657,10.4515,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
France,France,2020-03-18T18:33:02,9043,148,12,46.2276,2.2137,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,"Korea, South",2020-03-18T02:53:03,8413,84,1540,35.9078,127.7669,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Switzerland,2020-03-18T14:53:05,3028,48,15,46.8182,8.2275,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Unknown,United Kingdom,2020-03-18T14:53:05,2626,2,65,55.3781,-3.436,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
New York,US,2020-03-18T19:33:03,2495,16,0,42.1657,-74.9481,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Netherlands,Netherlands,2020-03-18T13:13:15,2051,58,2,52.1326,5.2913,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Austria,2020-03-18T14:53:05,1225,5,9,47.5162,14.5501,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Norway,2020-03-18T15:53:09,1550,6,1,60.472,8.4689,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Belgium,2020-03-18T12:33:02,1486,14,31,50.5039,4.4699,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Guangdong,China,2020-03-18T08:53:03,1370,8,1313,23.3417,113.4244,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Sweden,2020-03-18T17:53:02,1279,10,1,60.1282,18.6435,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Henan,China,2020-03-14T09:53:08,1273,22,1250,33.882,113.614,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Zhejiang,China,2020-03-17T02:13:21,1232,1,1216,29.1832,120.0934,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Denmark,Denmark,2020-03-18T16:59:35,1057,4,1,56.2639,9.5018,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Hunan,China,2020-03-14T08:33:03,1018,4,1014,27.6104,111.7088,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Washington,US,2020-03-18T14:13:56,1014,55,0,47.4009,-121.4905,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Japan,2020-03-18T12:33:02,889,29,144,36.2048,138.2529,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Shandong,China,2020-03-17T00:33:02,761,7,746,36.3427,118.1498,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
California,US,2020-03-18T19:14:34,751,13,0,36.1162,-119.6816,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Diamond Princess,Cruise Ship,2020-03-18T10:33:04,712,7,325,35.4498,139.6649,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Jiangsu,China,2020-03-15T01:53:02,631,0,631,32.9711,119.455,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Chongqing,China,2020-03-15T03:53:04,576,6,570,30.0572,107.874,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Sichuan,China,2020-03-18T02:13:05,540,3,525,30.6171,102.7103,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Heilongjiang,China,2020-03-18T11:53:03,482,13,459,47.862,127.7615,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Beijing,China,2020-03-18T05:33:05,469,8,378,40.1824,116.4142,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Czechia,2020-03-18T10:33:04,464,0,3,49.8175,15.473,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Qatar,2020-03-18T19:14:29,452,0,4,25.3548,51.1839,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Portugal,2020-03-18T12:33:02,448,2,3,39.3999,-8.2245,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Israel,2020-03-18T14:33:15,500,0,6,31.0461,34.8516,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Greece,2020-03-18T16:59:34,418,5,8,39.0742,21.8243,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Brazil,2020-03-18T19:14:29,372,3,2,-14.235,-51.9253,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Shanghai,China,2020-03-18T05:53:25,361,3,326,31.202,121.4491,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Finland,2020-03-18T13:13:13,460,6,10,61.9241,25.7482,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Hebei,China,2020-03-13T11:09:03,318,6,310,38.0428,114.5149,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Florida,US,2020-03-18T19:14:34,314,7,0,27.7663,-81.6868,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Singapore,2020-03-18T13:33:12,313,0,114,1.3521,103.8198,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Pakistan,2020-03-18T19:14:29,299,0,2,30.3753,69.3451,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
Fujian,China,2020-03-11T02:18:14,296,1,295,26.0789,117.9874,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Ireland,2020-03-18T03:13:12,292,2,5,53.1424,-7.6921,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
,Slovenia,2020-03-17T16:53:04,275,1,0,46.1512,14.9955,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
New South Wales,Australia,2020-03-18T12:13:09,267,5,4,-33.8688,151.2093,2020-03-18,03-18-2020.csv,2026-05-18 17:40:52.931661
