Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-08T23:33:06,27100,780,1439,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Guangdong,Mainland China,2020-02-08T11:53:01,1095,1,112,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Zhejiang,Mainland China,2020-02-08T10:53:02,1048,0,175,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Henan,Mainland China,2020-02-08T14:13:12,981,4,116,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Hunan,Mainland China,2020-02-08T12:53:01,803,1,156,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Anhui,Mainland China,2020-02-08T07:43:02,733,0,59,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Jiangxi,Mainland China,2020-02-08T01:23:02,698,0,55,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Jiangsu,Mainland China,2020-02-08T10:23:04,439,0,51,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Chongqing,Mainland China,2020-02-08T11:03:15,428,2,39,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Shandong,Mainland China,2020-02-08T11:33:02,416,0,44,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Sichuan,Mainland China,2020-02-08T15:23:04,364,1,60,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Beijing,Mainland China,2020-02-08T03:13:09,315,2,34,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Heilongjiang,Mainland China,2020-02-08T04:03:09,295,5,13,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Shanghai,Mainland China,2020-02-08T06:33:02,286,1,41,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Fujian,Mainland China,2020-02-08T08:13:10,239,0,24,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Hebei,Mainland China,2020-02-08T11:33:02,195,1,30,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Shaanxi,Mainland China,2020-02-08T10:13:06,195,0,20,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Guangxi,Mainland China,2020-02-08T00:23:03,183,0,17,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Yunnan,Mainland China,2020-02-08T08:43:02,138,0,17,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Hainan,Mainland China,2020-02-08T10:23:04,124,2,14,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Shanxi,Mainland China,2020-02-08T23:53:02,115,0,21,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Liaoning,Mainland China,2020-02-08T11:53:01,105,0,8,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Guizhou,Mainland China,2020-02-08T06:43:03,89,1,7,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Tianjin,Mainland China,2020-02-08T08:23:04,88,1,4,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Gansu,Mainland China,2020-02-08T15:13:14,79,1,12,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Jilin,Mainland China,2020-02-08T00:13:04,69,1,4,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Cruise Ship,Others,2020-02-07T16:33:03,61,0,0,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Inner Mongolia,Mainland China,2020-02-08T03:33:02,52,0,5,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Ningxia,Mainland China,2020-02-08T09:13:16,45,0,15,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Xinjiang,Mainland China,2020-02-08T03:23:10,42,0,0,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,Singapore,2020-02-08T12:53:01,33,0,2,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,Thailand,2020-02-08T12:53:01,32,0,10,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Hong Kong,Hong Kong,2020-02-08T00:03:07,26,1,0,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,Japan,2020-02-07T04:13:20,25,0,1,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,South Korea,2020-02-07T03:03:03,24,0,1,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Qinghai,Mainland China,2020-02-06T02:13:15,18,0,3,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Taiwan,Taiwan,2020-02-08T05:23:02,17,0,1,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,Germany,2020-02-07T16:33:03,13,0,0,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,Vietnam,2020-02-08T07:23:04,13,0,1,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,France,2020-02-08T09:53:01,11,0,0,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Macau,Macau,2020-02-06T14:23:04,10,0,1,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
,United Arab Emirates,2020-02-08T07:03:16,7,0,0,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
Queensland,Australia,2020-02-07T01:03:02,5,0,0,2020-02-08,02-08-2020.csv,2026-05-18 17:40:27.671972
