Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-09T23:33:02,29631,871,1795,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Guangdong,Mainland China,2020-02-09T15:03:05,1131,1,141,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Zhejiang,Mainland China,2020-02-09T12:03:04,1075,0,201,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Henan,Mainland China,2020-02-09T11:23:08,1033,6,153,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Hunan,Mainland China,2020-02-09T12:33:01,838,1,186,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Anhui,Mainland China,2020-02-09T09:33:02,779,1,72,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Jiangxi,Mainland China,2020-02-09T11:33:12,740,0,73,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Chongqing,Mainland China,2020-02-09T23:53:02,468,2,51,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Jiangsu,Mainland China,2020-02-09T10:23:11,468,0,71,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Shandong,Mainland China,2020-02-09T15:03:05,444,1,63,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Sichuan,Mainland China,2020-02-09T12:43:01,386,1,71,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Beijing,Mainland China,2020-02-09T03:43:02,326,2,37,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Heilongjiang,Mainland China,2020-02-09T08:43:05,307,6,14,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Shanghai,Mainland China,2020-02-09T06:33:01,293,1,44,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Fujian,Mainland China,2020-02-09T09:13:11,250,0,35,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Shaanxi,Mainland China,2020-02-09T03:03:09,208,0,25,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Hebei,Mainland China,2020-02-09T12:43:01,206,2,34,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Guangxi,Mainland China,2020-02-09T00:33:07,195,1,18,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Yunnan,Mainland China,2020-02-09T08:53:02,141,0,18,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Hainan,Mainland China,2020-02-09T13:33:02,131,3,19,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Shanxi,Mainland China,2020-02-09T23:43:02,119,0,25,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Liaoning,Mainland China,2020-02-09T12:23:03,107,0,12,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Guizhou,Mainland China,2020-02-09T09:53:02,99,1,7,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Tianjin,Mainland China,2020-02-09T23:43:02,91,1,4,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Gansu,Mainland China,2020-02-09T23:33:02,83,2,16,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Jilin,Mainland China,2020-02-09T09:03:04,78,1,12,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Diamond Princess cruise ship,Others,2020-02-09T06:13:11,64,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Inner Mongolia,Mainland China,2020-02-09T02:23:07,54,0,5,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Ningxia,Mainland China,2020-02-09T02:03:11,45,0,13,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Xinjiang,Mainland China,2020-02-09T01:23:08,45,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,Singapore,2020-02-09T02:43:02,40,0,2,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,Thailand,2020-02-08T12:53:01,32,0,11,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Hong Kong,Hong Kong,2020-02-09T09:53:02,29,1,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,Japan,2020-02-09T06:13:11,26,0,1,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,South Korea,2020-02-09T02:33:02,25,0,3,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Qinghai,Mainland China,2020-02-06T02:13:15,18,0,3,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Taiwan,Taiwan,2020-02-09T09:13:11,18,0,1,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,Germany,2020-02-09T06:13:11,14,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,Vietnam,2020-02-08T07:23:04,13,0,1,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,France,2020-02-08T09:53:01,11,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Macau,Macau,2020-02-06T14:23:04,10,0,1,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,United Arab Emirates,2020-02-08T07:03:16,7,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Queensland,Australia,2020-02-09T19:33:02,5,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
New South Wales,Australia,2020-02-06T03:13:22,4,0,2,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Victoria,Australia,2020-02-01T18:12:49,4,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,India,2020-02-03T21:43:02,3,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,Italy,2020-02-07T17:53:02,3,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
,Philippines,2020-02-07T16:43:04,3,1,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
Unknown,United Kingdom,2020-02-07T18:33:02,3,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
South Australia,Australia,2020-02-02T22:33:07,2,0,0,2020-02-09,02-09-2020.csv,2026-05-18 17:40:28.315040
