Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-05T23:13:12,19665,549,633,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Guangdong,Mainland China,2020-02-05T13:23:04,895,0,49,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Zhejiang,Mainland China,2020-02-05T15:13:02,895,0,78,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Henan,Mainland China,2020-02-05T15:03:02,764,2,47,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Hunan,Mainland China,2020-02-05T15:23:02,661,0,54,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Jiangxi,Mainland China,2020-02-05T01:33:07,548,0,27,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Anhui,Mainland China,2020-02-05T13:43:02,530,0,23,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Chongqing,Mainland China,2020-02-05T23:43:02,389,2,15,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Jiangsu,Mainland China,2020-02-05T12:43:02,341,0,23,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Shandong,Mainland China,2020-02-05T10:13:13,307,0,15,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Sichuan,Mainland China,2020-02-05T10:13:13,301,1,24,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Beijing,Mainland China,2020-02-05T05:43:02,253,1,24,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Shanghai,Mainland China,2020-02-05T06:23:04,243,1,15,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Fujian,Mainland China,2020-02-05T12:33:01,205,0,11,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
Heilongjiang,Mainland China,2020-02-05T12:13:04,190,2,7,2020-02-05,02-05-2020.csv,2026-05-18 17:40:25.806329
