Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Anhui,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Beijing,Mainland China,1/22/2020 17:00,14.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Chongqing,Mainland China,1/22/2020 17:00,6.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Fujian,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Gansu,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Guangdong,Mainland China,1/22/2020 17:00,26.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Guangxi,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Guizhou,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Hainan,Mainland China,1/22/2020 17:00,4.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Hebei,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Heilongjiang,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Henan,Mainland China,1/22/2020 17:00,5.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Hong Kong,Hong Kong,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Hubei,Mainland China,1/22/2020 17:00,444.0,17.0,28.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Hunan,Mainland China,1/22/2020 17:00,4.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Inner Mongolia,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Jiangsu,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Jiangxi,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Jilin,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Liaoning,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Macau,Macau,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Ningxia,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Qinghai,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Shaanxi,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Shandong,Mainland China,1/22/2020 17:00,2.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Shanghai,Mainland China,1/22/2020 17:00,9.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Shanxi,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Sichuan,Mainland China,1/22/2020 17:00,5.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Taiwan,Taiwan,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Tianjin,Mainland China,1/22/2020 17:00,4.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Tibet,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Washington,US,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Xinjiang,Mainland China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Yunnan,Mainland China,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Zhejiang,Mainland China,1/22/2020 17:00,10.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Japan,1/22/2020 17:00,2.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Thailand,1/22/2020 17:00,4.0,0.0,2.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,South Korea,1/22/2020 17:00,1.0,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Unknown,China,1/22/2020 17:00,,,,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Kiribati,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Palau,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Cook Islands,New Zealand,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Summer Olympics 2020,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Johor,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Kedah,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Kelantan,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Melaka,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Negeri Sembilan,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Pahang,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Perak,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Perlis,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Pulau Pinang,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Sabah,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Sarawak,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Selangor,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Terengganu,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
W.P. Kuala Lumpur,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
W.P. Labuan,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
W.P. Putrajaya,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Unknown,Malaysia,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Tonga,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Winter Olympics 2022,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
,Antarctica,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
Jersey,United Kingdom,1/22/2020 17:00,0.0,0.0,0.0,2020-01-22,01-22-2020.csv,2026-05-18 17:40:16.490453
