Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,1/24/20 17:00,549.0,24.0,31.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Guangdong,Mainland China,1/24/20 17:00,53.0,,2.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Zhejiang,Mainland China,1/24/20 17:00,43.0,,1.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Beijing,Mainland China,1/24/20 17:00,36.0,,1.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Chongqing,Mainland China,1/24/20 17:00,27.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Hunan,Mainland China,1/24/20 17:00,24.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Guangxi,Mainland China,1/24/20 17:00,23.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Shanghai,Mainland China,1/24/20 17:00,20.0,,1.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Jiangxi,Mainland China,1/24/20 17:00,18.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Sichuan,Mainland China,1/24/20 17:00,15.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Shandong,Mainland China,1/24/20 17:00,15.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Anhui,Mainland China,1/24/20 17:00,15.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Fujian,Mainland China,1/24/20 17:00,10.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Henan,Mainland China,1/24/20 17:00,9.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Jiangsu,Mainland China,1/24/20 17:00,9.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Hainan,Mainland China,1/24/20 17:00,8.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Tianjin,Mainland China,1/24/20 17:00,8.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Yunnan,Mainland China,1/24/20 17:00,5.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Shaanxi,Mainland China,1/24/20 17:00,5.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Heilongjiang,Mainland China,1/24/20 17:00,4.0,1.0,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Liaoning,Mainland China,1/24/20 17:00,4.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Guizhou,Mainland China,1/24/20 17:00,3.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Jilin,Mainland China,1/24/20 17:00,3.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Taiwan,Taiwan,1/24/20 17:00,3.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Ningxia,Mainland China,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Hong Kong,Hong Kong,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Macau,Macau,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Hebei,Mainland China,1/24/20 17:00,2.0,1.0,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Gansu,Mainland China,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Xinjiang,Mainland China,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Shanxi,Mainland China,1/24/20 17:00,1.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Inner Mongolia,Mainland China,1/24/20 17:00,1.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Qinghai,Mainland China,1/24/20 17:00,,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Washington,US,1/24/20 17:00,1.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Chicago,US,1/24/20 17:00,1.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Japan,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Thailand,1/24/20 17:00,5.0,0.0,3.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,South Korea,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Singapore,1/24/20 17:00,3.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Vietnam,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,France,1/24/20 17:00,2.0,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Unknown,China,1/24/20 17:00,,,,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Kiribati,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Palau,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Cook Islands,New Zealand,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Summer Olympics 2020,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Johor,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Kedah,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Kelantan,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Melaka,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Negeri Sembilan,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Pahang,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Perak,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Perlis,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Pulau Pinang,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Sabah,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Sarawak,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Selangor,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Terengganu,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
W.P. Kuala Lumpur,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
W.P. Labuan,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
W.P. Putrajaya,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Unknown,Malaysia,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Tonga,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Winter Olympics 2022,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Antarctica,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Jersey,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Guernsey,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,"Korea, North",1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Unknown,Ukraine,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
England,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Northern Ireland,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Scotland,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Wales,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Unknown,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Nauru,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Niue,New Zealand,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
,Tuvalu,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
Pitcairn Islands,United Kingdom,1/24/20 17:00,0.0,0.0,0.0,2020-01-24,01-24-2020.csv,2026-05-18 17:40:17.958721
