Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-03-10T15:13:05,67760,3024,47743,30.9756,112.2707,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Italy,2020-03-10T17:53:02,10149,631,724,43.0,12.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Iran (Islamic Republic of),2020-03-10T19:13:20,8042,291,2731,32.0,53.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Republic of Korea,2020-03-10T19:13:20,7513,54,247,36.0,128.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,France,2020-03-10T18:53:02,1773,33,12,47.0,2.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Spain,2020-03-10T23:53:02,1695,35,32,40.0,-4.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Germany,2020-03-10T18:53:02,1457,2,18,51.0,9.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Guangdong,Mainland China,2020-03-10T09:13:07,1353,8,1274,23.3417,113.4244,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Henan,Mainland China,2020-03-08T05:03:02,1272,22,1247,33.882,113.614,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Zhejiang,Mainland China,2020-03-10T10:33:02,1215,1,1191,29.1832,120.0934,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Hunan,Mainland China,2020-03-10T08:33:02,1018,4,990,27.6104,111.7088,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Anhui,Mainland China,2020-03-08T05:13:06,990,6,984,31.8257,117.2264,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Jiangxi,Mainland China,2020-03-10T01:33:02,935,1,927,27.614,115.7221,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Shandong,Mainland China,2020-03-10T07:33:03,758,6,719,36.3427,118.1498,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Diamond Princess cruise ship,Others,2020-03-06T01:29:39,696,6,40,35.4437,139.638,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Jiangsu,Mainland China,2020-03-10T08:13:08,631,0,627,32.9711,119.455,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Japan,2020-03-10T16:13:16,581,10,101,36.0,138.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Chongqing,Mainland China,2020-03-10T23:53:02,576,6,547,30.0572,107.874,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Sichuan,Mainland China,2020-03-10T10:13:17,539,3,478,30.6171,102.7103,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Switzerland,2020-03-10T23:53:02,491,5,3,46.8182,8.2275,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Heilongjiang,Mainland China,2020-03-10T00:13:18,481,13,434,47.862,127.7615,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Beijing,Mainland China,2020-03-10T01:13:07,429,8,320,40.1824,116.4142,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Norway,2020-03-10T23:53:02,400,0,1,60.472,8.4689,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Netherlands,2020-03-10T13:53:06,382,4,0,52.1326,5.2913,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Unknown,United Kingdom,2020-03-10T23:53:02,382,0,18,55.0,-3.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Sweden,2020-03-10T23:53:02,355,0,1,63.0,16.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Shanghai,Mainland China,2020-03-10T06:13:14,344,3,319,31.202,121.4491,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Hebei,Mainland China,2020-03-07T13:03:05,318,6,307,38.0428,114.5149,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Fujian,Mainland China,2020-03-07T13:03:05,296,1,295,26.0789,117.9874,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Belgium,2020-03-10T11:53:03,267,0,1,50.8333,4.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Washington,US,2020-03-10T22:13:11,267,23,1,47.4009,-121.4905,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Denmark,2020-03-10T17:33:34,262,0,1,56.2639,9.5018,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Guangxi,Mainland China,2020-03-10T00:53:02,252,2,234,23.8298,108.7881,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Shaanxi,Mainland China,2020-03-10T08:53:02,245,1,227,35.1917,108.8701,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Austria,2020-03-10T16:13:16,126,0,4,47.5162,14.5501,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Yunnan,Mainland China,2020-03-06T03:23:06,174,2,170,24.974,101.487,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
New York,US,2020-03-10T17:13:27,173,0,0,42.1657,-74.9481,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Hainan,Mainland China,2020-03-08T04:33:02,168,6,159,19.1959,109.7453,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Singapore,2020-03-10T05:13:07,160,0,78,1.2833,103.8333,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Guizhou,Mainland China,2020-03-10T01:13:07,146,2,129,26.8154,106.8748,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
California,US,2020-03-10T19:13:28,144,2,2,36.1162,-119.6816,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Tianjin,Mainland China,2020-03-10T10:13:25,136,3,131,39.3054,117.323,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Shanxi,Mainland China,2020-03-10T23:53:02,133,0,131,37.5777,112.2922,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Gansu,Mainland China,2020-03-10T14:33:13,125,2,88,36.0611,103.8343,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Liaoning,Mainland China,2020-03-10T04:13:09,125,1,111,41.2956,122.6085,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Hong Kong,Hong Kong SAR,2020-03-10T23:53:02,120,3,65,22.3,114.2,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Bahrain,2020-03-10T18:53:02,110,0,22,26.0275,50.55,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Jilin,Mainland China,2020-03-09T14:33:03,93,1,91,43.6661,126.1923,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Massachusetts,US,2020-03-10T22:13:11,92,0,1,42.2302,-71.5301,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Greece,2020-03-10T10:53:03,89,0,0,39.0742,21.8243,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Xinjiang,Mainland China,2020-03-08T05:33:02,76,3,73,41.1129,85.2401,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Inner Mongolia,Mainland China,2020-03-08T05:13:06,75,1,70,44.0935,113.9448,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Ningxia,Mainland China,2020-03-06T12:53:03,75,0,71,37.2692,106.1655,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,United Arab Emirates,2020-03-10T11:13:12,74,0,12,23.4241,53.8478,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Iraq,2020-03-10T05:13:07,71,7,3,33.0,44.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Iceland,2020-03-10T12:53:02,69,0,1,64.9631,-19.0208,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Kuwait,2020-03-10T10:13:28,69,0,1,29.5,47.75,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Egypt,2020-03-10T05:13:07,59,1,1,26.0,30.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Israel,2020-03-10T12:53:02,71,0,0,31.0,35.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,India,2020-03-10T10:13:28,56,0,4,21.0,78.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
New South Wales,Australia,2020-03-10T14:13:14,55,2,4,-33.8688,151.2093,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Thailand,2020-03-10T08:53:03,53,1,33,15.87,100.9925,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,San Marino,2020-03-10T05:13:07,49,2,0,43.9424,12.4578,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Taiwan,Taipei and environs,2020-03-10T19:13:15,47,1,17,23.7,121.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Diamond Princess,US,2020-03-10T02:33:04,46,0,0,35.4437,139.638,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Czech Republic,2020-03-10T13:33:14,41,0,0,49.8175,15.473,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Lebanon,2020-03-10T10:53:03,41,1,1,33.8547,35.8623,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Portugal,2020-03-10T12:53:02,41,0,0,39.3999,-8.2245,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Finland,2020-03-10T10:13:30,61,1,1,64.0,26.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Ontario,Canada,2020-03-10T17:13:32,109,1,4,51.2538,-85.3232,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Ireland,2020-03-10T19:13:21,34,0,0,53.1424,-7.6921,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Philippines,2020-03-10T10:13:30,33,1,2,12.8797,121.774,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
British Columbia,Canada,2020-03-09T22:43:25,32,1,4,53.7267,-127.6476,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Brazil,2020-03-10T16:53:13,31,0,0,-14.235,-51.9253,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Slovenia,2020-03-10T16:13:26,31,0,0,46.1512,14.9955,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Viet Nam,2020-03-10T19:13:21,31,0,16,16.0,108.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Indonesia,2020-03-10T12:53:02,27,0,2,-0.7893,113.9213,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Romania,2020-03-10T16:33:13,25,0,3,46.0,25.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,occupied Palestinian territory,2020-03-10T19:13:21,25,0,0,31.9522,35.2332,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Qatar,2020-03-10T16:13:26,24,0,0,25.3548,51.1839,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Poland,2020-03-10T20:13:07,22,0,0,51.9194,19.1451,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Grand Princess,US,2020-03-10T02:33:04,21,0,0,37.6489,-122.6655,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Algeria,2020-03-09T10:13:06,20,0,0,28.0339,1.6596,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Saudi Arabia,2020-03-10T05:13:07,20,0,1,24.0,45.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Queensland,Australia,2020-03-10T13:53:06,18,0,8,-28.0167,153.4,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Victoria,Australia,2020-03-10T14:33:13,18,0,7,-37.8136,144.9631,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Oman,2020-03-10T08:33:02,18,0,9,21.0,57.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Argentina,2020-03-10T05:13:07,17,1,0,-38.4161,-63.6167,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Georgia,US,2020-03-10T03:53:03,17,0,0,33.0406,-83.6431,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Pakistan,2020-03-10T05:13:07,16,0,1,30.3753,69.3451,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Ecuador,2020-03-09T09:03:03,15,0,0,-1.8312,-78.1834,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Georgia,2020-03-09T10:13:06,15,0,0,42.3154,43.3569,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Colorado,US,2020-03-10T18:33:03,15,0,0,39.0598,-105.3111,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Florida,US,2020-03-10T13:13:14,15,2,0,27.7663,-81.6868,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
New Jersey,US,2020-03-10T18:13:16,15,1,0,40.2989,-74.521,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Oregon,US,2020-03-10T19:53:13,15,0,0,44.572,-122.0709,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Croatia,2020-03-10T16:53:13,14,0,0,45.1667,15.5,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Chile,2020-03-10T05:13:07,13,0,0,-35.6751,-71.543,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Texas,US,2020-03-10T04:13:13,13,0,0,31.0545,-97.5635,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Estonia,2020-03-10T11:13:13,12,0,0,58.5953,25.0136,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Illinois,US,2020-03-10T18:33:03,12,0,2,40.3495,-88.9861,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Pennsylvania,US,2020-03-10T18:13:16,12,0,0,40.5908,-77.2098,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Azerbaijan,2020-03-10T16:13:27,11,0,0,40.1431,47.5769,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Peru,2020-03-10T16:33:13,11,2,0,-9.19,-75.0152,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Albania,2020-03-10T12:53:02,10,0,0,41.1533,20.1683,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Macau,Macao SAR,2020-03-10T19:13:20,10,0,10,22.1667,113.55,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Russian Federation,2020-03-10T19:13:21,10,0,3,60.0,90.0,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Belarus,2020-03-10T16:13:27,9,0,3,53.7098,27.9534,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Costa Rica,2020-03-09T09:03:03,9,0,0,9.7489,-83.7534,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Hungary,2020-03-09T09:43:03,9,0,0,47.1625,19.5033,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
,Latvia,2020-03-10T10:13:41,8,0,1,56.8796,24.6032,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Iowa,US,2020-03-10T02:33:04,8,0,0,42.0115,-93.2105,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
Maryland,US,2020-03-10T18:13:16,8,0,0,39.0639,-76.8021,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
South Australia,Australia,2020-03-06T04:23:08,7,0,2,-34.9285,138.6007,2020-03-10,03-10-2020.csv,2026-05-18 17:40:47.689326
