Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-03-09T14:33:03,67743,3008,46488,30.9756,112.2707,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Italy,2020-03-09T18:13:11,9172,463,724,43.0,12.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,South Korea,2020-03-09T09:03:03,7478,53,118,36.0,128.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Iran,2020-03-09T10:53:03,7161,237,2394,32.0,53.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Guangdong,Mainland China,2020-03-09T01:43:01,1352,8,1260,23.3417,113.4244,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Henan,Mainland China,2020-03-08T05:03:02,1272,22,1247,33.882,113.614,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Zhejiang,Mainland China,2020-03-09T09:43:03,1215,1,1176,29.1832,120.0934,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,France,2020-03-09T00:43:03,1401,25,12,47.0,2.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Germany,2020-03-09T18:13:11,1176,2,18,51.0,9.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Spain,2020-03-09T18:13:11,1073,28,32,40.0,-4.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Hunan,Mainland China,2020-03-09T01:33:06,1018,4,979,27.6104,111.7088,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Anhui,Mainland China,2020-03-08T05:13:06,990,6,984,31.8257,117.2264,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Jiangxi,Mainland China,2020-03-09T01:53:01,935,1,923,27.614,115.7221,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Shandong,Mainland China,2020-03-09T10:13:06,758,6,700,36.3427,118.1498,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Diamond Princess cruise ship,Others,2020-03-06T01:29:39,696,6,40,35.4437,139.638,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Jiangsu,Mainland China,2020-03-09T08:53:03,631,0,621,32.9711,119.455,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Chongqing,Mainland China,2020-03-09T23:13:03,576,6,542,30.0572,107.874,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Sichuan,Mainland China,2020-03-09T08:53:03,539,3,466,30.6171,102.7103,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Japan,2020-03-09T09:13:17,511,17,76,36.0,138.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Heilongjiang,Mainland China,2020-03-09T14:33:03,481,13,430,47.862,127.7615,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Beijing,Mainland China,2020-03-09T01:53:01,428,8,315,40.1824,116.4142,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Switzerland,2020-03-09T11:33:10,374,2,3,46.8182,8.2275,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Shanghai,Mainland China,2020-03-09T04:03:11,342,3,315,31.202,121.4491,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Netherlands,2020-03-09T18:13:11,321,3,0,52.1326,5.2913,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Unknown,United Kingdom,2020-03-09T18:33:03,321,0,18,55.0,-3.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Hebei,Mainland China,2020-03-07T13:03:05,318,6,307,38.0428,114.5149,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Fujian,Mainland China,2020-03-07T13:03:05,296,1,295,26.0789,117.9874,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Guangxi,Mainland China,2020-03-09T00:23:09,252,2,230,23.8298,108.7881,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Sweden,2020-03-09T18:33:03,248,0,1,63.0,16.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Shaanxi,Mainland China,2020-03-08T14:43:03,245,1,227,35.1917,108.8701,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Belgium,2020-03-09T10:43:05,239,0,1,50.8333,4.0,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Norway,2020-03-09T18:33:03,205,0,1,60.472,8.4689,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Yunnan,Mainland China,2020-03-06T03:23:06,174,2,170,24.974,101.487,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Hainan,Mainland China,2020-03-08T04:33:02,168,6,159,19.1959,109.7453,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Singapore,2020-03-08T13:33:13,150,0,78,1.2833,103.8333,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Guizhou,Mainland China,2020-03-09T01:13:05,146,2,123,26.8154,106.8748,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Tianjin,Mainland China,2020-03-09T10:13:06,136,3,130,39.3054,117.323,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Shanxi,Mainland China,2020-03-09T11:43:02,133,0,127,37.5777,112.2922,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Austria,2020-03-09T18:33:03,98,0,2,47.5162,14.5501,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Liaoning,Mainland China,2020-03-08T05:13:06,125,1,109,41.2956,122.6085,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Gansu,Mainland China,2020-03-09T14:33:03,124,2,88,36.0611,103.8343,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Hong Kong,Hong Kong,2020-03-09T10:03:17,115,3,59,22.3,114.2,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
"Westchester County, NY",US,2020-03-09T17:13:16,98,0,0,41.122,-73.7949,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Bahrain,2020-03-09T10:03:17,95,0,14,26.0275,50.55,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
Jilin,Mainland China,2020-03-09T14:33:03,93,1,91,43.6661,126.1923,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
,Denmark,2020-03-09T18:13:11,90,0,1,56.2639,9.5018,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
"King County, WA",US,2020-03-08T20:23:09,83,17,1,47.548,-121.9836,2020-03-09,03-09-2020.csv,2026-05-18 17:40:47.055074
