Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-27T12:13:14,65596,2641,23383,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
,South Korea,2020-02-27T12:03:04,1766,13,22,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Guangdong,Mainland China,2020-02-27T09:53:02,1347,7,890,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Henan,Mainland China,2020-02-27T15:03:11,1272,20,1068,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Zhejiang,Mainland China,2020-02-27T12:43:02,1205,1,932,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Hunan,Mainland China,2020-02-27T12:43:02,1017,4,804,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Anhui,Mainland China,2020-02-27T14:13:06,989,6,792,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Jiangxi,Mainland China,2020-02-27T01:43:02,934,1,754,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Shandong,Mainland China,2020-02-27T14:13:06,756,6,387,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Diamond Princess cruise ship,Others,2020-02-26T19:33:02,705,4,10,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
,Italy,2020-02-27T23:23:02,655,17,45,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Jiangsu,Mainland China,2020-02-27T14:13:06,631,0,498,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Chongqing,Mainland China,2020-02-27T23:23:02,576,6,401,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Sichuan,Mainland China,2020-02-27T12:43:02,534,3,321,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Heilongjiang,Mainland China,2020-02-27T12:43:02,480,13,270,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Beijing,Mainland China,2020-02-27T02:23:13,410,5,248,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Shanghai,Mainland China,2020-02-27T04:03:12,337,3,276,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
Hebei,Mainland China,2020-02-27T12:43:02,317,6,274,2020-02-27,02-27-2020.csv,2026-05-18 17:40:39.869553
