Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-12T14:13:08,33366,1068,2686,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Guangdong,Mainland China,2020-02-12T12:23:09,1219,1,275,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Henan,Mainland China,2020-02-12T14:13:08,1135,8,246,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Zhejiang,Mainland China,2020-02-12T10:13:20,1131,0,321,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Hunan,Mainland China,2020-02-12T12:43:03,946,2,304,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Anhui,Mainland China,2020-02-12T10:13:20,889,4,127,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Jiangxi,Mainland China,2020-02-12T01:23:06,844,1,152,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Jiangsu,Mainland China,2020-02-12T14:13:08,543,0,125,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Chongqing,Mainland China,2020-02-12T23:13:08,518,3,102,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Shandong,Mainland China,2020-02-12T11:13:05,497,2,92,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Sichuan,Mainland China,2020-02-12T12:43:03,436,1,92,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Heilongjiang,Mainland China,2020-02-12T14:13:08,378,8,31,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Beijing,Mainland China,2020-02-12T02:43:03,352,3,56,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Shanghai,Mainland China,2020-02-12T06:23:08,311,1,57,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Fujian,Mainland China,2020-02-12T11:53:02,272,0,53,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Hebei,Mainland China,2020-02-12T11:13:05,251,2,54,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Shaanxi,Mainland China,2020-02-12T11:13:05,225,0,43,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Guangxi,Mainland China,2020-02-12T15:03:05,222,1,32,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Diamond Princess cruise ship,Others,2020-02-12T04:23:38,175,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Hainan,Mainland China,2020-02-12T17:03:03,157,4,27,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Yunnan,Mainland China,2020-02-12T14:13:08,154,0,26,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Guizhou,Mainland China,2020-02-12T09:43:02,133,1,18,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Shanxi,Mainland China,2020-02-12T23:03:02,126,0,33,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Liaoning,Mainland China,2020-02-12T13:33:02,116,1,20,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Tianjin,Mainland China,2020-02-12T15:03:05,112,2,11,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Gansu,Mainland China,2020-02-12T23:23:01,87,2,31,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Jilin,Mainland China,2020-02-12T14:13:08,83,1,22,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Inner Mongolia,Mainland China,2020-02-12T11:13:05,60,0,6,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Xinjiang,Mainland China,2020-02-12T01:43:02,59,0,3,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Ningxia,Mainland China,2020-02-12T11:13:05,58,0,24,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Hong Kong,Hong Kong,2020-02-12T09:53:02,50,1,1,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Singapore,2020-02-12T19:53:02,50,0,15,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Thailand,2020-02-11T18:43:04,33,0,11,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Japan,2020-02-12T02:43:03,28,0,9,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,South Korea,2020-02-12T14:43:03,28,0,7,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Qinghai,Mainland China,2020-02-12T08:03:06,18,0,9,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Taiwan,Taiwan,2020-02-09T09:13:11,18,0,1,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Germany,2020-02-11T19:33:03,16,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Vietnam,2020-02-11T16:43:06,15,0,6,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,France,2020-02-12T18:53:02,11,0,2,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Macau,Macau,2020-02-12T09:53:02,10,0,2,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Unknown,United Kingdom,2020-02-12T19:03:06,9,0,1,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,United Arab Emirates,2020-02-12T00:33:02,8,0,1,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Queensland,Australia,2020-02-09T19:33:02,5,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
New South Wales,Australia,2020-02-06T03:13:22,4,0,2,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
Victoria,Australia,2020-02-01T18:12:49,4,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,India,2020-02-03T21:43:02,3,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Italy,2020-02-07T17:53:02,3,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Philippines,2020-02-12T07:43:02,3,1,1,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
South Australia,Australia,2020-02-02T22:33:07,2,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Russia,2020-02-12T14:43:03,2,0,2,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Spain,2020-02-09T20:33:03,2,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Belgium,2020-02-04T15:43:02,1,0,0,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
,Cambodia,2020-02-12T07:43:02,1,0,1,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,2020-02-12,02-12-2020.csv,2026-05-18 17:40:30.203810
