Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-25T15:23:04,64786,2563,18971,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Guangdong,Mainland China,2020-02-25T08:53:02,1347,7,822,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Henan,Mainland China,2020-02-25T12:43:02,1271,19,1002,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Zhejiang,Mainland China,2020-02-25T09:13:05,1205,1,808,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Hunan,Mainland China,2020-02-25T15:03:05,1016,4,768,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Anhui,Mainland China,2020-02-25T06:33:02,989,6,712,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,South Korea,2020-02-25T08:13:19,977,10,22,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Jiangxi,Mainland China,2020-02-25T15:03:05,934,1,683,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Shandong,Mainland China,2020-02-25T12:53:02,756,6,355,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691,3,0,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Jiangsu,Mainland China,2020-02-25T00:53:02,631,0,458,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Chongqing,Mainland China,2020-02-25T23:23:03,576,6,372,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Sichuan,Mainland China,2020-02-25T15:03:05,529,3,289,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Heilongjiang,Mainland China,2020-02-25T15:23:04,480,12,243,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Beijing,Mainland China,2020-02-25T01:33:02,400,4,215,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Shanghai,Mainland China,2020-02-25T06:33:02,336,3,268,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Italy,2020-02-25T18:55:32,322,10,1,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Hebei,Mainland China,2020-02-25T12:43:02,311,6,248,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Fujian,Mainland China,2020-02-25T10:03:07,294,1,199,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Guangxi,Mainland China,2020-02-25T10:03:07,252,2,134,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Shaanxi,Mainland China,2020-02-25T15:23:04,245,1,186,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Yunnan,Mainland China,2020-02-25T04:53:02,174,2,129,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Japan,2020-02-25T14:53:03,170,1,22,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Hainan,Mainland China,2020-02-25T12:53:02,168,5,124,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Guizhou,Mainland China,2020-02-25T08:03:07,146,2,104,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Tianjin,Mainland China,2020-02-25T15:23:04,135,3,91,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Shanxi,Mainland China,2020-02-25T23:13:03,133,0,98,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Liaoning,Mainland China,2020-02-25T00:23:03,121,1,83,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Iran,2020-02-25T14:53:03,95,16,0,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Jilin,Mainland China,2020-02-25T15:23:04,93,1,63,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Gansu,Mainland China,2020-02-24T15:13:07,91,2,80,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Singapore,2020-02-25T18:55:32,91,0,53,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Hong Kong,Hong Kong,2020-02-25T09:43:02,84,2,19,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Xinjiang,Mainland China,2020-02-24T15:03:05,76,2,30,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Inner Mongolia,Mainland China,2020-02-25T23:53:02,75,0,35,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Ningxia,Mainland China,2020-02-25T03:53:02,71,0,61,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Thailand,2020-02-25T08:53:02,37,0,22,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Unassigned Location (From Diamond Princess),US,2020-02-25T21:23:03,36,0,0,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Taiwan,Taiwan,2020-02-25T06:53:02,31,1,5,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Bahrain,2020-02-25T18:55:32,23,0,0,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Germany,2020-02-25T21:33:02,17,0,14,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,Vietnam,2020-02-25T08:53:02,16,0,16,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
,France,2020-02-25T21:23:03,14,1,11,2020-02-25,02-25-2020.csv,2026-05-18 17:40:38.597138
