Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-21T13:03:09,62662,2144,11881,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Guangdong,Mainland China,2020-02-21T10:13:09,1333,5,690,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Henan,Mainland China,2020-02-21T13:43:02,1267,19,736,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Zhejiang,Mainland China,2020-02-21T10:23:02,1203,1,679,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Hunan,Mainland China,2020-02-21T15:13:07,1011,4,661,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Anhui,Mainland China,2020-02-21T10:13:09,988,6,539,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Jiangxi,Mainland China,2020-02-21T01:13:05,934,1,489,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Shandong,Mainland China,2020-02-21T10:23:02,749,4,281,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Diamond Princess cruise ship,Others,2020-02-20T15:53:03,634,2,1,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Jiangsu,Mainland China,2020-02-21T11:43:01,631,0,373,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Chongqing,Mainland China,2020-02-21T23:13:14,572,6,316,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Sichuan,Mainland China,2020-02-21T12:53:01,525,3,231,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Heilongjiang,Mainland China,2020-02-21T11:43:01,479,12,175,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Beijing,Mainland China,2020-02-21T01:03:09,396,4,169,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Shanghai,Mainland China,2020-02-21T05:53:01,334,2,211,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Hebei,Mainland China,2020-02-21T12:53:01,308,5,184,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Fujian,Mainland China,2020-02-21T11:43:01,293,1,149,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Guangxi,Mainland China,2020-02-21T11:43:01,246,2,97,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
Shaanxi,Mainland China,2020-02-21T11:43:01,245,1,134,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
,South Korea,2020-02-21T13:43:02,204,2,16,2020-02-21,02-21-2020.csv,2026-05-18 17:40:35.980529
