Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Anhui,Mainland China,1/23/20 17:00,9.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Beijing,Mainland China,1/23/20 17:00,22.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Chongqing,Mainland China,1/23/20 17:00,9.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Fujian,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Gansu,Mainland China,1/23/20 17:00,2.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Guangdong,Mainland China,1/23/20 17:00,32.0,,2.0,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Guangxi,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Guizhou,Mainland China,1/23/20 17:00,3.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Hainan,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Hubei,Mainland China,1/23/20 17:00,444.0,17.0,28.0,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Heilongjiang,Mainland China,1/23/20 17:00,2.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Henan,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Hong Kong,Hong Kong,1/23/20 17:00,2.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Hubei,Mainland China,1/23/20 17:00,444.0,17.0,28.0,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Hunan,Mainland China,1/23/20 17:00,9.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Inner Mongolia,Mainland China,1/23/20 17:00,,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
Jiangsu,Mainland China,1/23/20 17:00,5.0,,,2020-01-23,01-23-2020.csv,2026-05-18 17:40:17.143468
