Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,China,2020-03-13T11:09:03,67786,3062,51553,30.9756,112.2707,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Guangdong,China,2020-03-13T11:09:03,1356,8,1296,23.3417,113.4244,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Henan,China,2020-03-11T08:13:09,1273,22,1249,33.882,113.614,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Zhejiang,China,2020-03-12T01:33:02,1215,1,1197,29.1832,120.0934,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Hunan,China,2020-03-13T11:09:03,1018,4,1005,27.6104,111.7088,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Shandong,China,2020-03-13T11:09:03,760,7,739,36.3427,118.1498,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Jiangsu,China,2020-03-13T11:09:03,631,0,630,32.9711,119.455,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Chongqing,China,2020-03-13T23:13:12,576,6,566,30.0572,107.874,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Sichuan,China,2020-03-13T11:09:03,539,3,503,30.6171,102.7103,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Heilongjiang,China,2020-03-13T11:09:03,482,13,446,47.862,127.7615,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Beijing,China,2020-03-13T11:09:03,436,8,342,40.1824,116.4142,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Shanghai,China,2020-03-13T11:09:03,346,3,324,31.202,121.4491,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Hebei,China,2020-03-13T11:09:03,318,6,310,38.0428,114.5149,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Fujian,China,2020-03-11T02:18:14,296,1,295,26.0789,117.9874,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Guangxi,China,2020-03-13T11:09:03,252,2,243,23.8298,108.7881,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Shaanxi,China,2020-03-12T01:33:02,245,2,232,35.1917,108.8701,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Yunnan,China,2020-03-11T02:18:14,174,2,170,24.974,101.487,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Hainan,China,2020-03-12T03:53:02,168,6,160,19.1959,109.7453,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
Guizhou,China,2020-03-13T11:09:03,146,2,140,26.8154,106.8748,2020-03-13,03-13-2020.csv,2026-05-18 17:40:49.618031
