Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-16T23:53:01,58182,1696,6639,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Guangdong,Mainland China,2020-02-16T12:03:06,1316,2,465,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Henan,Mainland China,2020-02-16T13:53:03,1231,13,440,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Zhejiang,Mainland China,2020-02-16T09:33:02,1167,0,456,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Hunan,Mainland China,2020-02-16T13:13:04,1004,3,464,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Anhui,Mainland China,2020-02-16T08:33:02,962,6,255,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Jiangxi,Mainland China,2020-02-16T10:03:06,925,1,240,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Jiangsu,Mainland China,2020-02-16T09:33:02,617,0,218,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Chongqing,Mainland China,2020-02-16T23:53:01,551,5,207,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Shandong,Mainland China,2020-02-16T12:03:06,537,2,173,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Sichuan,Mainland China,2020-02-16T10:03:06,481,3,131,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Heilongjiang,Mainland China,2020-02-16T13:53:03,445,11,79,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Beijing,Mainland China,2020-02-16T10:03:06,380,4,108,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Diamond Princess cruise ship,Others,2020-02-16T03:43:02,355,0,0,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Shanghai,Mainland China,2020-02-16T02:53:02,328,1,140,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Hebei,Mainland China,2020-02-16T12:03:06,300,3,105,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Fujian,Mainland China,2020-02-16T12:03:06,287,0,82,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Guangxi,Mainland China,2020-02-16T12:03:06,237,2,49,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Shaanxi,Mainland China,2020-02-16T13:53:03,236,0,71,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Yunnan,Mainland China,2020-02-16T09:53:01,171,0,42,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Hainan,Mainland China,2020-02-16T12:03:06,162,4,52,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Guizhou,Mainland China,2020-02-16T09:13:09,144,1,46,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Shanxi,Mainland China,2020-02-16T23:53:01,129,0,50,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Tianjin,Mainland China,2020-02-16T12:23:02,124,3,45,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Liaoning,Mainland China,2020-02-16T12:03:06,121,1,40,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Gansu,Mainland China,2020-02-16T13:53:03,90,2,54,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Jilin,Mainland China,2020-02-16T10:03:06,89,1,30,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,Singapore,2020-02-16T16:23:06,75,0,18,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Xinjiang,Mainland China,2020-02-16T08:33:02,71,1,12,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Inner Mongolia,Mainland China,2020-02-16T08:33:02,70,0,8,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Ningxia,Mainland China,2020-02-15T08:43:03,70,0,33,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,Japan,2020-02-16T17:43:03,59,1,12,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Hong Kong,Hong Kong,2020-02-16T09:53:01,57,1,2,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,Thailand,2020-02-16T18:03:02,34,0,15,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,South Korea,2020-02-16T01:33:02,29,0,9,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Taiwan,Taiwan,2020-02-16T11:23:06,20,1,2,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Qinghai,Mainland China,2020-02-15T08:43:03,18,0,13,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,Germany,2020-02-13T15:13:11,16,0,1,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,Vietnam,2020-02-13T06:33:02,16,0,7,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,France,2020-02-15T20:53:02,12,1,4,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Macau,Macau,2020-02-16T12:03:06,10,0,5,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Unknown,United Kingdom,2020-02-16T16:23:06,9,0,8,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
,United Arab Emirates,2020-02-16T20:43:02,9,0,4,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
Queensland,Australia,2020-02-09T19:33:02,5,0,0,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,2020-02-16,02-16-2020.csv,2026-05-18 17:40:32.880858
