Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,China,2020-03-12T09:53:06,67781,3056,50318,30.9756,112.2707,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
,Italy,2020-03-11T21:33:02,12462,827,1045,43.0,12.0,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
,Iran,2020-03-12T11:13:27,10075,429,2959,32.0,53.0,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
,"Korea, South",2020-03-12T05:13:02,7869,66,333,36.0,128.0,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
France,France,2020-03-11T22:53:03,2281,48,12,46.2276,2.2137,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
,Spain,2020-03-12T01:17:58,2277,55,183,40.0,-4.0,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
,Germany,2020-03-12T09:53:06,2078,3,25,51.0,9.0,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Guangdong,China,2020-03-12T03:53:02,1356,8,1289,23.3417,113.4244,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Henan,China,2020-03-11T08:13:09,1273,22,1249,33.882,113.614,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Zhejiang,China,2020-03-12T01:33:02,1215,1,1197,29.1832,120.0934,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Hunan,China,2020-03-12T09:53:06,1018,4,999,27.6104,111.7088,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Shandong,China,2020-03-12T07:53:02,760,6,734,36.3427,118.1498,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
,Norway,2020-03-12T13:13:31,702,0,1,60.472,8.4689,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
Diamond Princess,Cruise Ship,2020-03-11T22:13:12,696,7,325,35.4437,139.638,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
,Switzerland,2020-03-11T20:53:02,652,10,4,46.8182,8.2275,2020-03-12,03-12-2020.csv,2026-05-18 17:40:48.982385
