Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-03-03T11:43:02,67217,2835,36208,30.9756,112.2707,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
,South Korea,2020-03-03T09:43:02,5186,28,30,36.0,128.0,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
,Italy,2020-03-03T20:03:06,2502,79,160,43.0,12.0,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
,Iran,2020-03-03T14:23:03,2336,77,291,32.0,53.0,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Guangdong,Mainland China,2020-03-03T10:23:10,1350,7,1101,23.3417,113.4244,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Henan,Mainland China,2020-03-03T09:43:02,1272,22,1231,33.882,113.614,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Zhejiang,Mainland China,2020-03-03T12:33:02,1213,1,1093,29.1832,120.0934,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Hunan,Mainland China,2020-03-03T13:03:04,1018,4,906,27.6104,111.7088,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Anhui,Mainland China,2020-03-03T14:33:03,990,6,936,31.8257,117.2264,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Jiangxi,Mainland China,2020-03-03T02:03:11,935,1,870,27.614,115.7221,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Shandong,Mainland China,2020-03-03T07:53:03,758,6,511,36.3427,118.1498,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706,6,10,35.4437,139.638,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Jiangsu,Mainland China,2020-03-03T11:03:09,631,0,562,32.9711,119.455,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Chongqing,Mainland China,2020-03-03T23:13:05,576,6,490,30.0572,107.874,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Sichuan,Mainland China,2020-03-03T09:33:02,538,3,394,30.6171,102.7103,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Heilongjiang,Mainland China,2020-03-03T13:03:04,480,13,366,47.862,127.7615,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Beijing,Mainland China,2020-03-03T02:03:11,414,8,288,40.1824,116.4142,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Shanghai,Mainland China,2020-03-03T03:43:02,338,3,294,31.202,121.4491,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Hebei,Mainland China,2020-03-03T09:33:02,318,6,300,38.0428,114.5149,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Fujian,Mainland China,2020-03-03T13:43:03,296,1,260,26.0789,117.9874,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
,Japan,2020-03-03T20:03:06,293,6,43,36.0,138.0,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Guangxi,Mainland China,2020-03-03T00:23:14,252,2,202,23.8298,108.7881,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
Shaanxi,Mainland China,2020-03-02T08:03:12,245,1,216,35.1917,108.8701,2020-03-03,03-03-2020.csv,2026-05-18 17:40:43.189402
