Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-03-05T14:53:03,67466,2902,40592,30.9756,112.2707,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,South Korea,2020-03-05T09:03:09,6088,35,41,36.0,128.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Italy,2020-03-05T17:43:03,3858,148,414,43.0,12.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Iran,2020-03-05T13:43:04,3513,107,739,32.0,53.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Guangdong,Mainland China,2020-03-05T09:23:03,1351,7,1181,23.3417,113.4244,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Henan,Mainland China,2020-03-05T01:48:26,1272,22,1239,33.882,113.614,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Zhejiang,Mainland China,2020-03-05T09:43:03,1215,1,1124,29.1832,120.0934,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Hunan,Mainland China,2020-03-05T08:43:03,1018,4,938,27.6104,111.7088,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Anhui,Mainland China,2020-03-05T04:33:02,990,6,970,31.8257,117.2264,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Jiangxi,Mainland China,2020-03-05T01:16:58,935,1,901,27.614,115.7221,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Shandong,Mainland China,2020-03-05T14:53:03,758,6,578,36.3427,118.1498,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706,6,10,35.4437,139.638,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Jiangsu,Mainland China,2020-03-05T14:53:03,631,0,583,32.9711,119.455,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Chongqing,Mainland China,2020-03-05T23:23:02,576,6,512,30.0572,107.874,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Sichuan,Mainland China,2020-03-05T14:53:03,539,3,425,30.6171,102.7103,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Germany,2020-03-05T17:43:03,482,0,16,51.0,9.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Heilongjiang,Mainland China,2020-03-05T00:23:06,481,13,379,47.862,127.7615,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Beijing,Mainland China,2020-03-04T23:23:01,418,8,297,40.1824,116.4142,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,France,2020-03-05T15:13:22,423,7,12,47.0,2.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Japan,2020-03-05T13:43:04,360,6,43,36.0,138.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Shanghai,Mainland China,2020-03-05T06:23:06,339,3,303,31.202,121.4491,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Hebei,Mainland China,2020-03-05T14:53:03,318,6,304,38.0428,114.5149,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Fujian,Mainland China,2020-03-05T09:33:03,296,1,277,26.0789,117.9874,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Spain,2020-03-05T17:43:03,259,3,2,40.0,-4.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Guangxi,Mainland China,2020-03-05T10:03:08,252,2,214,23.8298,108.7881,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Shaanxi,Mainland China,2020-03-05T06:03:08,245,1,224,35.1917,108.8701,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Yunnan,Mainland China,2020-03-03T03:43:02,174,2,169,24.974,101.487,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Hainan,Mainland China,2020-03-05T06:13:10,168,6,158,19.1959,109.7453,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Guizhou,Mainland China,2020-03-02T01:13:06,146,2,114,26.8154,106.8748,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Tianjin,Mainland China,2020-03-05T03:33:27,136,3,128,39.3054,117.323,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Shanxi,Mainland China,2020-03-05T14:53:03,133,0,126,37.5777,112.2922,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Liaoning,Mainland China,2020-03-03T14:33:03,125,1,106,41.2956,122.6085,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Singapore,2020-03-05T13:43:04,117,0,78,1.2833,103.8333,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Unknown,United Kingdom,2020-03-05T18:03:03,115,0,8,55.0,-3.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Switzerland,2020-03-05T17:43:03,114,0,3,46.8182,8.2275,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Hong Kong,Hong Kong,2020-03-05T00:23:07,105,2,43,22.3,114.2,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Gansu,Mainland China,2020-03-05T15:13:13,102,2,87,36.0611,103.8343,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Sweden,2020-03-05T18:03:03,94,0,0,63.0,16.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Jilin,Mainland China,2020-03-05T14:53:03,93,1,88,43.6661,126.1923,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Norway,2020-03-05T17:43:03,87,0,0,60.472,8.4689,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Netherlands,2020-03-05T14:23:03,82,0,0,52.1326,5.2913,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Xinjiang,Mainland China,2020-03-05T06:03:08,76,3,70,41.1129,85.2401,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Inner Mongolia,Mainland China,2020-03-05T23:53:01,75,1,65,44.0935,113.9448,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Ningxia,Mainland China,2020-03-04T01:33:07,75,0,69,37.2692,106.1655,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Kuwait,2020-03-05T13:43:04,58,0,0,29.5,47.75,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Bahrain,2020-03-05T13:53:03,55,0,0,26.0275,50.55,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
"King County, WA",US,2020-03-05T22:03:17,51,10,1,47.548,-121.9836,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Belgium,2020-03-05T13:53:03,50,0,1,50.8333,4.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Thailand,2020-03-05T06:23:06,47,1,31,15.0,101.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45,0,0,35.4437,139.638,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
Taiwan,Taiwan,2020-03-05T14:53:03,44,1,12,23.7,121.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Austria,2020-03-05T17:53:02,23,0,0,47.5162,14.5501,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Iraq,2020-03-04T20:43:02,35,2,0,33.0,44.0,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Iceland,2020-03-05T13:53:03,34,0,0,64.9631,-19.0208,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
,Greece,2020-03-05T14:23:03,31,0,0,39.0742,21.8243,2020-03-05,03-05-2020.csv,2026-05-18 17:40:44.528833
