Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,China,2020-03-17T11:53:10,67799,3111,56003,30.9756,112.2707,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Italy,2020-03-17T18:33:02,31506,2503,2941,41.8719,12.5674,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Iran,2020-03-17T15:13:09,16169,988,5389,32.4279,53.688,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Spain,2020-03-17T20:53:02,11748,533,1028,40.4637,-3.7492,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Germany,2020-03-17T18:53:02,9257,24,67,51.1657,10.4515,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,"Korea, South",2020-03-17T10:33:03,8320,81,1407,35.9078,127.7669,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
France,France,2020-03-17T19:13:08,7652,148,12,46.2276,2.2137,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Switzerland,2020-03-17T16:33:04,2700,40,4,46.8182,8.2275,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Unknown,United Kingdom,2020-03-17T15:13:09,1950,2,52,55.3781,-3.436,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
New York,US,2020-03-17T22:53:03,1706,13,0,42.1657,-74.9481,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Netherlands,Netherlands,2020-03-17T15:13:11,1705,43,2,52.1326,5.2913,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Norway,2020-03-17T19:53:02,1463,3,1,60.472,8.4689,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Guangdong,China,2020-03-17T01:53:03,1364,8,1307,23.3417,113.4244,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Austria,2020-03-17T15:33:06,999,3,1,47.5162,14.5501,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Henan,China,2020-03-14T09:53:08,1273,22,1250,33.882,113.614,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Belgium,2020-03-17T15:33:06,1243,10,1,50.5039,4.4699,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Zhejiang,China,2020-03-17T02:13:21,1232,1,1216,29.1832,120.0934,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Sweden,2020-03-17T15:33:06,1190,7,1,60.1282,18.6435,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Washington,US,2020-03-17T23:33:03,1076,55,1,47.4009,-121.4905,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Hunan,China,2020-03-14T08:33:03,1018,4,1014,27.6104,111.7088,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Denmark,Denmark,2020-03-17T16:33:04,977,4,1,56.2639,9.5018,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Japan,2020-03-17T16:53:04,878,29,144,36.2048,138.2529,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Shandong,China,2020-03-17T00:33:02,761,7,746,36.3427,118.1498,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
California,US,2020-03-17T22:53:03,698,12,6,36.1162,-119.6816,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Diamond Princess,Cruise Ship,2020-03-13T14:13:25,696,7,325,35.4498,139.6649,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Jiangsu,China,2020-03-15T01:53:02,631,0,631,32.9711,119.455,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Chongqing,China,2020-03-15T03:53:04,576,6,570,30.0572,107.874,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Sichuan,China,2020-03-17T08:33:02,540,3,520,30.6171,102.7103,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Heilongjiang,China,2020-03-17T01:33:02,482,13,456,47.862,127.7615,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Beijing,China,2020-03-17T10:53:03,456,8,369,40.1824,116.4142,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Portugal,2020-03-17T15:33:06,448,1,3,39.3999,-8.2245,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Qatar,2020-03-16T15:13:09,439,0,4,25.3548,51.1839,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Czechia,2020-03-17T15:33:06,396,0,3,49.8175,15.473,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Greece,2020-03-17T16:33:04,387,5,8,39.0742,21.8243,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
Shanghai,China,2020-03-17T02:13:20,358,3,325,31.202,121.4491,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
,Israel,2020-03-17T20:53:02,382,0,3,31.0461,34.8516,2020-03-17,03-17-2020.csv,2026-05-18 17:40:52.292730
