Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,China,2020-03-11T10:53:02,67773,3046,49134,30.9756,112.2707,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
,Italy,2020-03-11T21:33:02,12462,827,1045,43.0,12.0,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
,Iran,2020-03-11T18:52:03,9000,354,2959,32.0,53.0,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
,"Korea, South",2020-03-11T21:13:18,7755,60,288,36.0,128.0,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
France,France,2020-03-11T22:53:03,2281,48,12,46.2276,2.2137,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
,Spain,2020-03-11T20:53:02,2277,54,183,40.0,-4.0,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
,Germany,2020-03-11T19:13:17,1908,3,25,51.0,9.0,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
Guangdong,China,2020-03-11T10:13:06,1356,8,1282,23.3417,113.4244,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
Henan,China,2020-03-11T08:13:09,1273,22,1249,33.882,113.614,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
Zhejiang,China,2020-03-11T09:33:12,1215,1,1195,29.1832,120.0934,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
Hunan,China,2020-03-11T02:18:14,1018,4,995,27.6104,111.7088,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
Jiangxi,China,2020-03-11T02:18:14,935,1,932,27.614,115.7221,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
Shandong,China,2020-03-11T11:33:07,760,6,726,36.3427,118.1498,2020-03-11,03-11-2020.csv,2026-05-18 17:40:48.345454
