Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,1/31/2020 23:59,5806.0,204.0,141.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Zhejiang,Mainland China,1/31/2020 23:59,538.0,,14.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Guangdong,Mainland China,1/31/2020 23:59,436.0,,11.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Henan,Mainland China,1/31/2020 23:59,352.0,2.0,3.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Hunan,Mainland China,1/31/2020 23:59,332.0,,2.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Jiangxi,Mainland China,1/31/2020 23:59,240.0,,7.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Anhui,Mainland China,1/31/2020 23:59,237.0,,3.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Chongqing,Mainland China,1/31/2020 23:59,211.0,,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Shandong,Mainland China,1/31/2020 23:59,184.0,,2.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Sichuan,Mainland China,1/31/2020 23:59,177.0,1.0,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Jiangsu,Mainland China,1/31/2020 23:59,168.0,,5.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Beijing,Mainland China,1/31/2020 23:59,139.0,1.0,5.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Shanghai,Mainland China,1/31/2020 23:59,135.0,1.0,9.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Fujian,Mainland China,1/31/2020 23:59,120.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Guangxi,Mainland China,1/31/2020 23:59,87.0,,2.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Shaanxi,Mainland China,1/31/2020 23:59,87.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Yunnan,Mainland China,1/31/2020 23:59,83.0,,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Hebei,Mainland China,1/31/2020 23:59,82.0,1.0,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Heilongjiang,Mainland China,1/31/2020 23:59,59.0,2.0,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Hainan,Mainland China,1/31/2020 23:59,52.0,1.0,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Liaoning,Mainland China,1/31/2020 23:59,48.0,,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Shanxi,Mainland China,1/31/2020 23:59,39.0,,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Tianjin,Mainland China,1/31/2020 23:59,32.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Guizhou,Mainland China,1/31/2020 23:59,29.0,,2.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Gansu,Mainland China,1/31/2020 23:59,29.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Ningxia,Mainland China,1/31/2020 23:59,21.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Inner Mongolia,Mainland China,1/31/2020 23:59,20.0,,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Xinjiang,Mainland China,1/31/2020 23:59,17.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Jilin,Mainland China,1/31/2020 23:59,14.0,,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Hong Kong,Hong Kong,1/31/2020 23:59,12.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Taiwan,Taiwan,1/31/2020 23:59,10.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Qinghai,Mainland China,1/31/2020 23:59,8.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Macau,Macau,1/31/2020 23:59,7.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Tibet,Mainland China,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Thailand,1/31/2020 23:59,19.0,0.0,8.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Japan,1/31/2020 23:59,15.0,,1.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Singapore,1/31/2020 23:59,13.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,South Korea,1/31/2020 23:59,11.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,France,1/31/2020 23:59,5.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Bavaria,Germany,1/31/2020 23:59,5.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
New South Wales,Australia,1/31/2020 23:59,4.0,,2.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,United Arab Emirates,1/31/2020 23:59,4.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Victoria,Australia,1/31/2020 23:59,3.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Illinois,US,1/31/2020 23:59,2.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
California,US,1/31/2020 23:59,2.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Vietnam,1/31/2020 23:59,2.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Ontario,Canada,1/31/2020 23:59,3.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Queensland,Australia,1/31/2020 23:59,2.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Italy,1/31/2020 23:59,2.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Unknown,United Kingdom,1/31/2020 23:59,2.0,0.0,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Russia,1/31/2020 23:59,2.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Washington,US,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Arizona,US,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Nepal,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
British Columbia,Canada,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Cambodia,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Sri Lanka,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Finland,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Philippines,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,India,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Sweden,1/31/2020 23:59,1.0,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Unknown,China,1/31/2020 23:59,,,,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Kiribati,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Palau,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Cook Islands,New Zealand,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
,Summer Olympics 2020,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Johor,Malaysia,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Kedah,Malaysia,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Kelantan,Malaysia,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
Melaka,Malaysia,1/31/2020 23:59,0.0,0.0,0.0,2020-01-31,01-31-2020.csv,2026-05-18 17:40:22.546841
