Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-02-13T14:13:06,48206,1310,3459,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Guangdong,Mainland China,2020-02-13T13:33:01,1241,2,314,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Henan,Mainland China,2020-02-13T14:53:02,1169,10,296,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Zhejiang,Mainland China,2020-02-13T14:13:06,1145,0,360,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Hunan,Mainland China,2020-02-13T11:53:02,968,2,339,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Anhui,Mainland China,2020-02-13T13:33:01,910,5,157,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Jiangxi,Mainland China,2020-02-13T01:13:08,872,1,170,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Jiangsu,Mainland China,2020-02-13T10:33:23,570,0,139,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Chongqing,Mainland China,2020-02-13T23:23:05,529,4,128,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Shandong,Mainland China,2020-02-13T13:33:01,509,2,105,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Sichuan,Mainland China,2020-02-13T13:33:01,451,1,104,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Heilongjiang,Mainland China,2020-02-13T12:13:06,395,9,33,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Beijing,Mainland China,2020-02-13T14:13:06,366,3,69,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Shanghai,Mainland China,2020-02-13T06:13:15,315,1,62,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Fujian,Mainland China,2020-02-13T10:33:23,279,0,57,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Hebei,Mainland China,2020-02-13T10:33:23,265,3,68,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Shaanxi,Mainland China,2020-02-13T10:33:23,229,0,46,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Guangxi,Mainland China,2020-02-13T00:23:10,222,2,33,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Diamond Princess cruise ship,Others,2020-02-12T04:23:38,175,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Hainan,Mainland China,2020-02-13T10:43:03,157,4,30,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Yunnan,Mainland China,2020-02-13T08:43:08,156,0,27,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Guizhou,Mainland China,2020-02-13T10:33:23,135,1,27,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Shanxi,Mainland China,2020-02-13T23:23:05,126,0,36,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Tianjin,Mainland China,2020-02-13T23:43:02,119,3,21,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Liaoning,Mainland China,2020-02-13T14:33:02,117,1,22,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Gansu,Mainland China,2020-02-13T15:53:03,90,2,39,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Jilin,Mainland China,2020-02-13T13:33:01,84,1,24,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Ningxia,Mainland China,2020-02-13T01:23:08,64,0,24,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Xinjiang,Mainland China,2020-02-13T10:33:23,63,1,6,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Inner Mongolia,Mainland China,2020-02-13T01:23:08,61,0,6,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Singapore,2020-02-13T14:33:02,58,0,15,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Hong Kong,Hong Kong,2020-02-13T14:53:02,53,1,1,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Thailand,2020-02-13T17:53:03,33,0,11,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Japan,2020-02-13T12:23:05,28,1,9,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,South Korea,2020-02-12T14:43:03,28,0,7,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Qinghai,Mainland China,2020-02-13T08:43:08,18,0,11,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Taiwan,Taiwan,2020-02-09T09:13:11,18,0,1,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Germany,2020-02-13T15:13:11,16,0,1,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Vietnam,2020-02-13T06:33:02,16,0,7,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,France,2020-02-12T18:53:02,11,0,2,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Macau,Macau,2020-02-13T14:13:06,10,0,3,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Unknown,United Kingdom,2020-02-12T19:03:06,9,0,1,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,United Arab Emirates,2020-02-12T00:33:02,8,0,1,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Queensland,Australia,2020-02-09T19:33:02,5,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
Victoria,Australia,2020-02-13T17:53:03,4,0,4,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,India,2020-02-13T18:53:02,3,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Italy,2020-02-07T17:53:02,3,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Philippines,2020-02-12T07:43:02,3,1,1,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
South Australia,Australia,2020-02-02T22:33:07,2,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Russia,2020-02-12T14:43:03,2,0,2,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
,Spain,2020-02-09T20:33:03,2,0,0,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,2020-02-13,02-13-2020.csv,2026-05-18 17:40:30.871760
