Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,_report_date,_source_file,_ingested_at
Hubei,Mainland China,2020-03-06T14:23:04,67592,2931,42033,30.9756,112.2707,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,South Korea,2020-03-06T13:33:03,6593,42,135,36.0,128.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Iran,2020-03-06T12:23:04,4747,124,913,32.0,53.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Italy,2020-03-06T17:33:03,4636,197,523,43.0,12.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Guangdong,Mainland China,2020-03-06T12:53:03,1352,7,1216,23.3417,113.4244,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Henan,Mainland China,2020-03-06T12:43:03,1272,22,1244,33.882,113.614,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Zhejiang,Mainland China,2020-03-06T10:23:03,1215,1,1147,29.1832,120.0934,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Hunan,Mainland China,2020-03-06T11:03:10,1018,4,955,27.6104,111.7088,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Anhui,Mainland China,2020-03-06T03:23:06,990,6,979,31.8257,117.2264,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Jiangxi,Mainland China,2020-03-06T14:23:04,935,1,909,27.614,115.7221,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Shandong,Mainland China,2020-03-06T11:03:10,758,6,618,36.3427,118.1498,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Diamond Princess cruise ship,Others,2020-03-06T01:29:39,696,6,40,35.4437,139.638,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Germany,2020-03-06T17:53:03,670,0,17,51.0,9.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,France,2020-03-06T20:13:13,613,9,12,47.0,2.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Jiangsu,Mainland China,2020-03-06T10:23:03,631,0,594,32.9711,119.455,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Chongqing,Mainland China,2020-03-06T11:03:10,576,6,513,30.0572,107.874,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Sichuan,Mainland China,2020-03-06T12:53:03,539,3,442,30.6171,102.7103,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Heilongjiang,Mainland China,2020-03-06T14:23:04,481,13,396,47.862,127.7615,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Beijing,Mainland China,2020-03-06T12:53:03,422,8,299,40.1824,116.4142,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Japan,2020-03-06T20:13:13,420,6,46,36.0,138.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Spain,2020-03-06T20:13:13,400,5,2,40.0,-4.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Shanghai,Mainland China,2020-03-06T06:03:13,342,3,306,31.202,121.4491,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Hebei,Mainland China,2020-03-06T03:23:06,318,6,305,38.0428,114.5149,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Fujian,Mainland China,2020-03-06T12:53:03,296,1,284,26.0789,117.9874,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Guangxi,Mainland China,2020-03-06T00:33:02,252,2,217,23.8298,108.7881,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Shaanxi,Mainland China,2020-03-06T10:23:03,245,1,226,35.1917,108.8701,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Switzerland,2020-03-06T15:23:19,214,1,3,46.8182,8.2275,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Yunnan,Mainland China,2020-03-06T03:23:06,174,2,170,24.974,101.487,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Hainan,Mainland China,2020-03-05T06:13:10,168,6,158,19.1959,109.7453,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Unknown,United Kingdom,2020-03-06T15:33:03,163,0,8,55.0,-3.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Guizhou,Mainland China,2020-03-02T01:13:06,146,2,114,26.8154,106.8748,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Tianjin,Mainland China,2020-03-05T03:33:27,136,3,128,39.3054,117.323,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Shanxi,Mainland China,2020-03-05T14:53:03,133,0,126,37.5777,112.2922,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Singapore,2020-03-06T13:03:12,130,0,78,1.2833,103.8333,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Netherlands,2020-03-06T13:23:06,128,1,0,52.1326,5.2913,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Liaoning,Mainland China,2020-03-03T14:33:03,125,1,106,41.2956,122.6085,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Gansu,Mainland China,2020-03-06T14:43:15,119,2,87,36.0611,103.8343,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Belgium,2020-03-06T12:33:03,109,0,1,50.8333,4.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Norway,2020-03-06T16:33:04,108,0,0,60.472,8.4689,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Hong Kong,Hong Kong,2020-03-06T23:13:06,107,2,46,22.3,114.2,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Sweden,2020-03-06T13:03:12,101,0,0,63.0,16.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Jilin,Mainland China,2020-03-06T10:23:03,93,1,90,43.6661,126.1923,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Xinjiang,Mainland China,2020-03-06T05:53:03,76,3,71,41.1129,85.2401,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Inner Mongolia,Mainland China,2020-03-05T23:53:01,75,1,65,44.0935,113.9448,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Ningxia,Mainland China,2020-03-06T12:53:03,75,0,71,37.2692,106.1655,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Bahrain,2020-03-06T15:33:03,60,0,4,26.0275,50.55,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Kuwait,2020-03-05T13:43:04,58,0,0,29.5,47.75,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
"King County, WA",US,2020-03-06T23:13:07,58,12,1,47.548,-121.9836,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Austria,2020-03-06T16:33:04,37,0,0,47.5162,14.5501,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Thailand,2020-03-06T08:33:03,48,1,31,15.0,101.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Greece,2020-03-06T13:03:12,45,0,0,39.0742,21.8243,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Taiwan,Taiwan,2020-03-06T12:43:03,45,1,12,23.7,121.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45,0,0,35.4437,139.638,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Iceland,2020-03-06T15:33:03,43,0,0,64.9631,-19.0208,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Iraq,2020-03-06T13:23:06,40,3,0,33.0,44.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,India,2020-03-06T13:03:12,31,0,3,21.0,78.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,United Arab Emirates,2020-03-05T23:53:02,29,0,5,24.0,54.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
New South Wales,Australia,2020-03-06T04:53:02,26,1,4,-33.8688,151.2093,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
"Toronto, ON",Canada,2020-03-06T20:53:02,24,0,2,43.6532,-79.3832,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Denmark,2020-03-06T13:03:12,23,0,1,56.2639,9.5018,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Lebanon,2020-03-06T20:33:03,22,0,1,33.8547,35.8623,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
British Columbia,Canada,2020-03-06T04:43:03,21,0,3,49.2827,-123.1207,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Israel,2020-03-06T20:33:03,21,0,0,31.0,35.0,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,San Marino,2020-03-05T13:53:03,22,1,0,43.9424,12.4578,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
"Santa Clara, CA",US,2020-03-05T22:53:03,20,0,1,37.3541,-121.9552,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
"Snohomish County, WA",US,2020-03-06T23:13:07,19,1,0,48.033,-121.8339,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
"Westchester County, NY",US,2020-03-06T15:43:03,19,0,0,41.122,-73.7949,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
,Czech Republic,2020-03-06T16:33:04,18,0,0,49.8175,15.473,2020-03-06,03-06-2020.csv,2026-05-18 17:40:45.146951
